"agreement","annotation_id","annotator","bio_labels","created_at","entities","hf_pred","id","index","lead_time","ner_tags","review_text","sample_quality","tokens","updated_at"
100.0,93545070,"152634","['O', 'O', 'O']","2026-04-15T22:39:54.876429Z","","['O', 'O', 'O']",262035706,334,1.466,"[16 16 16]","Figure 8 .","","['Figure' '8' '.']","2026-04-15T22:39:54.876441Z"
100.0,93545069,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:39:49.792347Z","[{""end"":68,""text"":""Win32.Trojan.WisdomEyes.16070401.9500.9998"",""start"":26,""labels"":[""Malware""]},{""end"":129,""text"":""Trojan-Downloader.MSIL.Small.vii Trojan.Win32.Clicker.dckckw"",""start"":69,""labels"":[""Malware""]},{""end"":159,""text"":""Trojan[Downloader]\/MSIL.Small"",""start"":130,""labels"":[""Malware""]},{""end"":192,""text"":""Win32.TrojDownloader.MSIL.kcloud"",""start"":160,""labels"":[""Malware""]},{""end"":211,""text"":""Trojan.Kazy.D17F7F"",""start"":193,""labels"":[""Malware""]},{""end"":243,""text"":""Trojan-Downloader.MSIL.Small.vi"",""start"":212,""labels"":[""Malware""]},{""end"":266,""text"":""Trojan:MSIL\/Keywsec.B"",""start"":245,""labels"":[""Malware""]},{""end"":281,""text"":""Trojan.Clicker"",""start"":267,""labels"":[""Malware""]},{""end"":307,""text"":""Trojan.Keywsec!MUZFw6FSjt"",""start"":282,""labels"":[""Malware""]},{""end"":325,""text"":""Win32\/Trojan.419"",""start"":309,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035707,2795,47.805,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1]","A backdoor also known as: Win32.Trojan.WisdomEyes.16070401.9500.9998 Trojan-Downloader.MSIL.Small.vii Trojan.Win32.Clicker.dckckw Trojan[Downloader]/MSIL.Small Win32.TrojDownloader.MSIL.kcloud Trojan.Kazy.D17F7F Trojan-Downloader.MSIL.Small.vii Trojan:MSIL/Keywsec.B Trojan.Clicker Trojan.Keywsec!MUZFw6FSjt8 Win32/Trojan.419","","['A' 'backdoor' 'also' 'known' 'as:'
 'Win32.Trojan.WisdomEyes.16070401.9500.9998'
 'Trojan-Downloader.MSIL.Small.vii' 'Trojan.Win32.Clicker.dckckw'
 'Trojan[Downloader]/MSIL.Small' 'Win32.TrojDownloader.MSIL.kcloud'
 'Trojan.Kazy.D17F7F' 'Trojan-Downloader.MSIL.Small.vii'
 'Trojan:MSIL/Keywsec.B' 'Trojan.Clicker' 'Trojan.Keywsec!MUZFw6FSjt8'
 'Win32/Trojan.419']","2026-04-15T22:39:49.792358Z"
100.0,93545051,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-15T22:38:57.843638Z","","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035708,2653,9.373,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","However , analysts may not always see the indicators of compromise in the server ’ s response .","Contains entity","['However' ',' 'analysts' 'may' 'not' 'always' 'see' 'the' 'indicators'
 'of' 'compromise' 'in' 'the' 'server' '’' 's' 'response' '.']","2026-04-15T22:38:57.843649Z"
100.0,93545041,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-15T22:38:45.187881Z","[{""end"":15,""text"":""sux library"",""start"":4,""labels"":[""Malware""]},{""end"":124,""text"":"" com.koushikdutta.superuser app"",""start"":93,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035709,1515,23.922,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16  1 16 16 16 16
 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","The sux library appears to be a customized super user ( su ) tool that includes code from the com.koushikdutta.superuser app and carries the equivalent of a super user ( su ) binary in order to run privileged commands on the system .","","['The' 'sux' 'library' 'appears' 'to' 'be' 'a' 'customized' 'super' 'user'
 '(' 'su' ')' 'tool' 'that' 'includes' 'code' 'from' 'the'
 'com.koushikdutta.superuser' 'app' 'and' 'carries' 'the' 'equivalent'
 'of' 'a' 'super' 'user' '(' 'su' ')' 'binary' 'in' 'order' 'to' 'run'
 'privileged' 'commands' 'on' 'the' 'system' '.']","2026-04-15T22:38:45.187904Z"
100.0,93545019,"152634","['B-Malware', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'O', 'I-Indicator', 'O', 'O', 'O', 'I-Malware', 'O', 'I-Indicator', 'O', 'O', 'O']","2026-04-15T22:38:17.314444Z","[{""end"":82,""text"":""Tienphong Commercial Bank"",""start"":57,""labels"":[""Organization""]},{""end"":94,""text"":""Vietnam "",""start"":86,""labels"":[""Organization""]},{""end"":113,""text"":""Bangladesh "",""start"":102,""labels"":[""Organization""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'B-System', 'O', 'O', 'B-System', 'O', 'O']",262035710,6611,18.374,"[ 1 16 16  3 16 16 16  1  9 16  4 12 12 16  2 16  4 12 12 12]","Indicators of the malware used in two bank heist against Tienphong Commercial Bank in Vietnam and the Bangladesh central bank.","","['Indicators' 'of' 'the' 'malware' 'used' 'in' 'two' 'bank' 'heist'
 'against' 'Tienphong' 'Commercial' 'Bank' 'in' 'Vietnam' 'and' 'the'
 'Bangladesh' 'central' 'bank.']","2026-04-15T22:38:17.314454Z"
100.0,93545007,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-15T22:37:55.602175Z","","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035711,1197,7.704,"[16 16 16 16 16 16 16 16 16 16 16 16]","Install a mobile security solution to secure your device from threats .","","['Install' 'a' 'mobile' 'security' 'solution' 'to' 'secure' 'your'
 'device' 'from' 'threats' '.']","2026-04-15T22:37:55.602188Z"
"","","","['O', 'O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","","","['O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035712,2445,"","[16 16 16  4 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
 16]","Like all of Microsoft ’ s security solutions , these new capabilities are likewise backed by a global network of threat researchers and security experts whose deep understanding of the threat landscape guide the continuous innovation of security features and ensure that customers are protected from ever-evolving threats .","","['Like' 'all' 'of' 'Microsoft' '’' 's' 'security' 'solutions' ',' 'these'
 'new' 'capabilities' 'are' 'likewise' 'backed' 'by' 'a' 'global'
 'network' 'of' 'threat' 'researchers' 'and' 'security' 'experts' 'whose'
 'deep' 'understanding' 'of' 'the' 'threat' 'landscape' 'guide' 'the'
 'continuous' 'innovation' 'of' 'security' 'features' 'and' 'ensure'
 'that' 'customers' 'are' 'protected' 'from' 'ever-evolving' 'threats' '.']",""
100.0,93544989,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Indicator', 'O']","2026-04-15T22:37:17.845075Z","[{""end"":85,""text"":""Connexxa "",""start"":76,""labels"":[""Organization""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O']",262035713,3656,26.303,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16  4 16]","and were signed using the name of an engineer who appears to hold equity in Connexxa .","","['and' 'were' 'signed' 'using' 'the' 'name' 'of' 'an' 'engineer' 'who'
 'appears' 'to' 'hold' 'equity' 'in' 'Connexxa' '.']","2026-04-15T22:37:17.845087Z"
100.0,93544968,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:36:47.476884Z","[{""end"":43,""text"":""W32.HfsAutoB.3DA4"",""start"":26,""labels"":[""Malware""]},{""end"":68,""text"":""Trojan\/W32.Sasfis.432279"",""start"":44,""labels"":[""Malware""]},{""end"":94,""text"":""Trojan.Sasfis.Win32.35026"",""start"":69,""labels"":[""Malware""]},{""end"":119,""text"":""Win32.Trojan.Injector.jm"",""start"":95,""labels"":[""Malware""]},{""end"":148,""text"":""Trojan.Win32.StartPage.ecbeu"",""start"":120,""labels"":[""Malware""]},{""end"":177,""text"":""Trojan.Win32.A.Sasfis.432083"",""start"":149,""labels"":[""Malware""]},{""end"":199,""text"":""Troj.W32.Invader.liPS"",""start"":178,""labels"":[""Malware""]},{""end"":222,""text"":""Trojan.StartPage.40117"",""start"":200,""labels"":[""Malware""]},{""end"":249,""text"":""BehavesLike.Win32.Sdbot.gc"",""start"":223,""labels"":[""Malware""]},{""end"":269,""text"":""Trojan\/Win32.Sasfis"",""start"":250,""labels"":[""Malware""]},{""end"":294,""text"":""Trojan:Win32\/Kilonepag.A"",""start"":270,""labels"":[""Malware""]},{""end"":319,""text"":""Win32.Trojan.Killav.Losk"",""start"":295,""labels"":[""Malware""]},{""end"":345,""text"":""Trojan.Sasfis!92bCxe6lda4"",""start"":320,""labels"":[""Malware""]},{""end"":362,""text"":""Win32\/Trojan.48c"",""start"":346,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035714,5920,49.474,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1]","A backdoor also known as: W32.HfsAutoB.3DA4 Trojan/W32.Sasfis.432279 Trojan.Sasfis.Win32.35026 Win32.Trojan.Injector.jm Trojan.Win32.StartPage.ecbeu Trojan.Win32.A.Sasfis.432083 Troj.W32.Invader.liPS Trojan.StartPage.40117 BehavesLike.Win32.Sdbot.gc Trojan/Win32.Sasfis Trojan:Win32/Kilonepag.A Win32.Trojan.Killav.Losk Trojan.Sasfis!92bCxe6lda4 Win32/Trojan.48c","","['A' 'backdoor' 'also' 'known' 'as:' 'W32.HfsAutoB.3DA4'
 'Trojan/W32.Sasfis.432279' 'Trojan.Sasfis.Win32.35026'
 'Win32.Trojan.Injector.jm' 'Trojan.Win32.StartPage.ecbeu'
 'Trojan.Win32.A.Sasfis.432083' 'Troj.W32.Invader.liPS'
 'Trojan.StartPage.40117' 'BehavesLike.Win32.Sdbot.gc'
 'Trojan/Win32.Sasfis' 'Trojan:Win32/Kilonepag.A'
 'Win32.Trojan.Killav.Losk' 'Trojan.Sasfis!92bCxe6lda4' 'Win32/Trojan.48c']","2026-04-15T22:36:47.476896Z"
100.0,93544932,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:35:48.022220Z","[{""end"":62,""text"":""Trojan-GameThief.Win32.OnLineGames!O"",""start"":26,""labels"":[""Malware""]},{""end"":105,""text"":""Win32.Trojan.WisdomEyes.16070401.9500.9995"",""start"":63,""labels"":[""Malware""]},{""end"":124,""text"":"" Win.Trojan.Mono-15"",""start"":105,""labels"":[""Malware""]},{""end"":155,""text"":""Trojan.Win32.OnLineGames.fcdid"",""start"":125,""labels"":[""Malware""]},{""end"":189,""text"":""TrojWare.Win32.TrojanSpy.Pophot.d"",""start"":156,""labels"":[""Malware""]},{""end"":213,""text"":""Trojan.PWS.Gamania.5803"",""start"":190,""labels"":[""Malware""]},{""end"":241,""text"":""BehavesLike.Win32.Ransom.lc"",""start"":214,""labels"":[""Malware""]},{""end"":268,""text"":""Trojan\/PSW.OnLineGames.kdn"",""start"":242,""labels"":[""Malware""]},{""end"":294,""text"":""Win32.Hack.UpackT.a.15981"",""start"":269,""labels"":[""Malware""]},{""end"":321,""text"":""Trojan.Graftor.Elzob.D185D"",""start"":295,""labels"":[""Malware""]},{""end"":350,""text"":""Troj.Heur.bmLerbcan7diu.moF3"",""start"":322,""labels"":[""Malware""]},{""end"":363,""text"":""Trj\/Pupack.A"",""start"":351,""labels"":[""Malware""]},{""end"":380,""text"":""Trojan.Win32.PSW"",""start"":364,""labels"":[""Malware""]},{""end"":397,""text"":""Win32\/Trojan.d9e"",""start"":381,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035715,2718,54.329,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1]","A backdoor also known as: Trojan-GameThief.Win32.OnLineGames!O Win32.Trojan.WisdomEyes.16070401.9500.9995 Win.Trojan.Mono-15 Trojan.Win32.OnLineGames.fcdid TrojWare.Win32.TrojanSpy.Pophot.d Trojan.PWS.Gamania.5803 BehavesLike.Win32.Ransom.lc Trojan/PSW.OnLineGames.kdn Win32.Hack.UpackT.a.15981 Trojan.Graftor.Elzob.D185D Troj.Heur.bmLerbcan7diu.moF3 Trj/Pupack.A Trojan.Win32.PSW Win32/Trojan.d9e","","['A' 'backdoor' 'also' 'known' 'as:'
 'Trojan-GameThief.Win32.OnLineGames!O'
 'Win32.Trojan.WisdomEyes.16070401.9500.9995' 'Win.Trojan.Mono-15'
 'Trojan.Win32.OnLineGames.fcdid' 'TrojWare.Win32.TrojanSpy.Pophot.d'
 'Trojan.PWS.Gamania.5803' 'BehavesLike.Win32.Ransom.lc'
 'Trojan/PSW.OnLineGames.kdn' 'Win32.Hack.UpackT.a.15981'
 'Trojan.Graftor.Elzob.D185D' 'Troj.Heur.bmLerbcan7diu.moF3'
 'Trj/Pupack.A' 'Trojan.Win32.PSW' 'Win32/Trojan.d9e']","2026-04-15T22:35:48.022233Z"
100.0,93544899,"152634","['O', 'O', 'I-Indicator', 'O', 'O', 'O', 'O', 'B-Malware', 'B-Vulnerability', 'B-Vulnerability', 'O', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'I-Indicator']","2026-04-15T22:34:50.253462Z","[{""end"":31,""text"":""Symantec.cloud"",""start"":17,""labels"":[""Organization""]},{""end"":91,""text"":""Xtreme "",""start"":84,""labels"":[""Malware""]},{""end"":146,""text"":""W32.Extrat"",""start"":136,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035716,465,43.771,"[16  0  4 16 16 16 16  1  9  9 16 16 16  3 11 11 11 11 16 16 16 16  1 16
 16  4]","Throughout 2015, Symantec.cloud has been detecting a stream of emails that have the Xtreme remote access Trojan RAT, which we detect as W32.Extrat, as an attachment.","","['Throughout' '2015,' 'Symantec.cloud' 'has' 'been' 'detecting' 'a'
 'stream' 'of' 'emails' 'that' 'have' 'the' 'Xtreme' 'remote' 'access'
 'Trojan' 'RAT,' 'which' 'we' 'detect' 'as' 'W32.Extrat,' 'as' 'an'
 'attachment.']","2026-04-15T22:34:50.253478Z"
100.0,93544873,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:33:58.761184Z","[{""end"":45,""text"":""Trojan.Symmi.D11236"",""start"":26,""labels"":[""Malware""]},{""end"":88,""text"":"" Win32.Trojan.WisdomEyes.16070401.9500.9993"",""start"":45,""labels"":[""Malware""]},{""end"":103,""text"":""DLOADER.Trojan"",""start"":89,""labels"":[""Malware""]},{""end"":133,""text"":""Trojan-Downloader.Win32.Small"",""start"":104,""labels"":[""Malware""]},{""end"":163,""text"":""Trojan\/Win32.Rozepads.R172444"",""start"":134,""labels"":[""Malware""]},{""end"":192,""text"":""BScope.Trojan.Win32.Inject.2"",""start"":164,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035717,1421,23.583,"[16  3 16 16 16  1  1  1  1  1  1]","A backdoor also known as: Trojan.Symmi.D11236 Win32.Trojan.WisdomEyes.16070401.9500.9993 DLOADER.Trojan Trojan-Downloader.Win32.Small Trojan/Win32.Rozepads.R172444 BScope.Trojan.Win32.Inject.2","","['A' 'backdoor' 'also' 'known' 'as:' 'Trojan.Symmi.D11236'
 'Win32.Trojan.WisdomEyes.16070401.9500.9993' 'DLOADER.Trojan'
 'Trojan-Downloader.Win32.Small' 'Trojan/Win32.Rozepads.R172444'
 'BScope.Trojan.Win32.Inject.2']","2026-04-15T22:33:58.761197Z"
100.0,93544860,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:33:30.253186Z","[{""end"":52,""text"":""Android.Trojan.RootSmart.A"",""start"":26,""labels"":[""Malware""]},{""end"":70,""text"":""Android.GGSmart.A"",""start"":53,""labels"":[""Malware""]},{""end"":93,""text"":""Android.Malware.Trojan"",""start"":71,""labels"":[""Malware""]},{""end"":113,""text"":""A.H.Rog.RootSmart.B"",""start"":94,""labels"":[""Malware""]},{""end"":138,""text"":""Android.Trojan.GGSmart.d"",""start"":114,""labels"":[""Malware""]},{""end"":158,""text"":""AndroidOS\/GGSmart.A"",""start"":139,""labels"":[""Malware""]},{""end"":180,""text"":""AndroidOS_RootSmart.D"",""start"":159,""labels"":[""Malware""]},{""end"":207,""text"":""Android.Trojan.RootSmart.A"",""start"":181,""labels"":[""Malware""]},{""end"":243,""text"":""HEUR:Backdoor.AndroidOS.RootSmart.a"",""start"":208,""labels"":[""Malware""]},{""end"":270,""text"":""Android.Trojan.RootSmart.A"",""start"":244,""labels"":[""Malware""]},{""end"":302,""text"":""Trojan.Android.RootSmart.bdbwsm"",""start"":271,""labels"":[""Malware""]},{""end"":335,""text"":""Riskware.Android.FakeInstall.jab"",""start"":303,""labels"":[""Malware""]},{""end"":373,""text"":""rojan-Downloader:Android\/RootSmart.A"",""start"":337,""labels"":[""Malware""]},{""end"":396,""text"":""Android.Smart.4.origin"",""start"":374,""labels"":[""Malware""]},{""end"":418,""text"":""AndroidOS_RootSmart.D"",""start"":397,""labels"":[""Malware""]},{""end"":438,""text"":""AndroidOS\/GGSmart.A"",""start"":419,""labels"":[""Malware""]},{""end"":461,""text"":""Backdoor\/AndroidOS.erl"",""start"":439,""labels"":[""Malware""]},{""end"":481,""text"":""ANDROID\/GGSmart.D.4"",""start"":462,""labels"":[""Malware""]},{""end"":549,""text"":""Trojan[Backdoor]\/Android.RootSmart Android.Troj.GacBlocker.a.kcloud"",""start"":482,""labels"":[""Malware""]},{""end"":576,""text"":""Android.Trojan.RootSmart.A"",""start"":550,""labels"":[""Malware""]},{""end"":612,""text"":"" HEUR:Backdoor.AndroidOS.RootSmart.a"",""start"":576,""labels"":[""Malware""]},{""end"":644,""text"":""Android-Backdoor\/RootSmart.1bb6"",""start"":613,""labels"":[""Malware""]},{""end"":662,""text"":""Android\/GGSmart.D"",""start"":645,""labels"":[""Malware""]},{""end"":688,""text"":"" Trojan.AndroidOS.GGSmart "",""start"":662,""labels"":[""Malware""]},{""end"":708,""text"":""Android\/GGSmart.D!tr"",""start"":688,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035718,3780,97.603,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1  1]","A backdoor also known as: Android.Trojan.RootSmart.A Android.GGSmart.A Android.Malware.Trojan A.H.Rog.RootSmart.B Android.Trojan.GGSmart.d AndroidOS/GGSmart.A AndroidOS_RootSmart.D Android.Trojan.RootSmart.A HEUR:Backdoor.AndroidOS.RootSmart.a Android.Trojan.RootSmart.A Trojan.Android.RootSmart.bdbwsm Riskware.Android.FakeInstall.jab Trojan-Downloader:Android/RootSmart.A Android.Smart.4.origin AndroidOS_RootSmart.D AndroidOS/GGSmart.A Backdoor/AndroidOS.erl ANDROID/GGSmart.D.4 Trojan[Backdoor]/Android.RootSmart Android.Troj.GacBlocker.a.kcloud Android.Trojan.RootSmart.A HEUR:Backdoor.AndroidOS.RootSmart.a Android-Backdoor/RootSmart.1bb6 Android/GGSmart.D Trojan.AndroidOS.GGSmart Android/GGSmart.D!tr","","['A' 'backdoor' 'also' 'known' 'as:' 'Android.Trojan.RootSmart.A'
 'Android.GGSmart.A' 'Android.Malware.Trojan' 'A.H.Rog.RootSmart.B'
 'Android.Trojan.GGSmart.d' 'AndroidOS/GGSmart.A' 'AndroidOS_RootSmart.D'
 'Android.Trojan.RootSmart.A' 'HEUR:Backdoor.AndroidOS.RootSmart.a'
 'Android.Trojan.RootSmart.A' 'Trojan.Android.RootSmart.bdbwsm'
 'Riskware.Android.FakeInstall.jab'
 'Trojan-Downloader:Android/RootSmart.A' 'Android.Smart.4.origin'
 'AndroidOS_RootSmart.D' 'AndroidOS/GGSmart.A' 'Backdoor/AndroidOS.erl'
 'ANDROID/GGSmart.D.4' 'Trojan[Backdoor]/Android.RootSmart'
 'Android.Troj.GacBlocker.a.kcloud' 'Android.Trojan.RootSmart.A'
 'HEUR:Backdoor.AndroidOS.RootSmart.a' 'Android-Backdoor/RootSmart.1bb6'
 'Android/GGSmart.D' 'Trojan.AndroidOS.GGSmart' 'Android/GGSmart.D!tr']","2026-04-15T22:33:30.253198Z"
100.0,93544791,"152634","['O', 'O', 'O', 'I-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-System', 'B-Indicator', 'O', 'O', 'O', 'B-System']","2026-04-15T22:31:48.823065Z","[{""end"":94,""text"":""Windows "",""start"":86,""labels"":[""System""]},{""end"":125,""text"":""Linux"",""start"":120,""labels"":[""System""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O']",262035719,2992,22.043,"[16 16  0  8  8 16 16 16 16 16 15 16 16 16 16  5  3 16 16 16  5]","Within the past couple years there were several major incidents that cited the use of Windows backdoors being ported to Linux.","","['Within' 'the' 'past' 'couple' 'years' 'there' 'were' 'several' 'major'
 'incidents' 'that' 'cited' 'the' 'use' 'of' 'Windows' 'backdoors' 'being'
 'ported' 'to' 'Linux.']","2026-04-15T22:31:48.823078Z"
100.0,93544779,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-15T22:31:23.201615Z","","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035720,472,9.881,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
 16 16 16 16 16 16]","This method checks if eight hours have passed from the first run of application , and if so , request containing the device ’ s data to the server .","Contains entity","['This' 'method' 'checks' 'if' 'eight' 'hours' 'have' 'passed' 'from'
 'the' 'first' 'run' 'of' 'application' ',' 'and' 'if' 'so' ',' 'request'
 'containing' 'the' 'device' '’' 's' 'data' 'to' 'the' 'server' '.']","2026-04-15T22:31:23.201628Z"
100.0,93544766,"152634","['O', 'O', 'B-Indicator', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'O', 'O', 'B-Malware', 'O', 'O', 'I-Malware']","2026-04-15T22:30:57.648264Z","[{""end"":13,""text"":"" PlugX"",""start"":7,""labels"":[""Malware""]},{""end"":72,""text"":""Asia"",""start"":68,""labels"":[""Organization""]}]","['O', 'O', 'O', 'B-Malware', 'I-Malware', 'I-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035721,5137,16.226,"[16 16  3  1  1  1  1 16 16  1 16 16  2]","List of PlugX Command And Control servers used to attack targets in Asia.","","['List' 'of' 'PlugX' 'Command' 'And' 'Control' 'servers' 'used' 'to'
 'attack' 'targets' 'in' 'Asia.']","2026-04-15T22:30:57.648274Z"
100.0,93544749,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Indicator', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-15T22:30:37.792576Z","[{""end"":79,""text"":""Svpeng "",""start"":72,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'B-Malware', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035722,601,11.214,"[16 16 16 16 16 16 16 16 16 16 16 16  3 16 16 16 16 16 16 16 16 16 16]","Currently , this only affects Russian banks , but the technology behind Svpeng could easily be used to target other banking applications .","Contains entity","['Currently' ',' 'this' 'only' 'affects' 'Russian' 'banks' ',' 'but' 'the'
 'technology' 'behind' 'Svpeng' 'could' 'easily' 'be' 'used' 'to' 'target'
 'other' 'banking' 'applications' '.']","2026-04-15T22:30:37.792587Z"
